index,text,sentiment
22367, Noooo! Poor SE,negative
3376,just slammed my finger in a car dor  FML ow,negative
22286, that movie is awesome!,positive
21067,My ipod has taken it`s last breath... Im truly devastated. I have lost my public transportation companion,negative
27289,yay .. sherbert and chocolate ... very nutritious,positive
10426,Shame I`ve gotto go to work,negative
10192,I saw nomes on twitter  but I`m still not waking up,negative
14660,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,positive
13340,"_joyner And he can`t even tell me.  Me and him are **** done, professionally. ****` ****.",negative
4946,May the 4th be with you    Happy Star Wars Day !!!,positive
20527,im so not feelinq this huqe **** pimple smack in the middle of my doom. it aint riqht man,negative
25360,it makes me want to cry when 2 grown men discuss characters on All My Children.,negative
20783,Having fun with all my dolls  tequillla...carne asada....and my mom dancing funny!,positive
26656," well, you can print CY_K not CYMK",neutral
14037,"A Don`t Stop Believing remix? Sure, why not?  Sacrilege   ? http://blip.fm/~5jkpz",negative
27032, aww  i will keep sending it ;),positive
21745, Will arrive tomorrow morning at 7  #early,neutral
5194,"Looking to sketch final catwalk outfit, i really REALLY want my long pink hair back. i also want to dye my models hair pink not allowed",positive
19585, Unfortunately I didn`t see any of that spreading of poo,negative
7277,had a fun day at the theatre... glad to be back in town for a while,positive
1003,industrial tommorow! oh yeah & I get to go see a bunch of old people go away forever & I will probably cry all over the place.,negative
13768,"Aww, no one`s on MSN",neutral
13662," I`ll have to watch it soon then!  An I love, New York? Sweet! I`ll be on the lookout for that.",positive
22753,"@_Tanyya :O  awww leave off, shes ace! Shes one of my fav actresses!",neutral
1813, so see you on my birthday visit me  haha why wack Saturday ?,positive
7769,"  Oh no matey, did you get ill?  It would be a bit mean of Suzi to be calling you chicken scabs if you`re not!",negative
25965,its all over! no more high school,negative
23513,surprisingly liked Star Trek (contrary to the theory that star wars fans are anti trekkies),positive
224,_nesmith,neutral
9347," Yes, though perhaps I wasn`t thinking. I like vague. It seems a popper term for you.",negative
26354, !! WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,neutral
24577," I guessed right, like 25 minutes ago...do you even see your replies....lol",neutral
16924,unpacking my new toy arrived in the studio right now  it`s called TC Finalizer. can`t wait to check how it sounds !!!,positive
14316,watching Destrey videos,neutral
6765,"I need to get in a good, hard workout today after work, I feel like I`ve been slacking! No good",negative
17654,cooked my own Lunch todayy  Givin` my mum a relaxin` dayy.,neutral
4541, I do now LOL.,positive
1173," As opposed to twitter, where all we can do is talk to people.  SL is fun. I already have way too many ways to distract myself.",positive
17096, i know hella  i wish i could be how my mom was and just move across the usa!,neutral
23321,_KittyKat That`s very nice of him.,positive
10840,Finally back from the stupid holiday ! Missing the fit bar men though,negative
1471, I think that`s what`s wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,negative
6473," Sweet deal! I so want to see that movie! Methinks we may have to do a Star Trek movie night some time, hmm?",positive
19243, yeah quite a few kids in my school got swine flu. they only close down the school if its 30 kids or more,neutral
4688,"just woke up, and my tummy hurts  there`s always something wrong with me :S",negative
16000,is very hungover,negative
25617,"not sure if I can use my Neko tix for Sunday night.  may be offering them to someone else, you`ll all be the first to know if interested",neutral
6196, It`s a date!,neutral
16906, http://twitpic.com/4j6kc - man i love your shelves! way to go diy diva!,positive
9711,_Jane14 okay well then now i don`t feel so bad lmao,positive
6080," Jungle Book, Mary Poppins, or Bugs Life - depending on if you want cartoon, live action or cgi",neutral
15209," Yes otherdad   Wait, do I go back to sleep or cause mischief?",neutral
19459, Thank you  I`d share my sundae with you but it`s really late and _crane says we shouldn`t tell people where we are,positive
14992, did u try taco n mac n cheese pizza???? I`m so cravin it right now BUT all the good food makes me sick,neutral
21738,"i want a dog or a cat or something  i want something to unconditonally love, thats not materialistic or a family memeber",positive
4391, what was said?,neutral
26296, I`m more upset about the fact that 2010 is the last year,negative
26585,"  oist the 1st tym, di pa ko 18, the 2nd tym, may sakit na siya... don`t blame me",negative
12327,Last 3 days of school....I`m sad but happy but anxious.....,neutral
16856," Ugh, looks like you`ll have some work to do . Good luck",positive
220,@_Ra_Ra_ your not alone...i need coffee too.,neutral
948,calling mum too ask if she can by ice-cream,neutral
11919, i agree,positive
11392,Hey had some fun with friends !!!!!Now cleaning,positive
16568,"Google Wave looks cool. I should be working for these guys, I came up with some of these ideas years ago.  http://tinyurl.com/m77gp7",positive
20538, happy birthday!!,positive
8946,listens to MSI and bakes banana bread. How weird is she? Remarkably not so much anymore.,negative
10191,Looks like I got a new job,positive
9077,lucky to be where i belong,positive
4631, lol yep  tell rhonda i said happy mother`s day!,positive
16179,Thinks my 'not girlfriend' needs to not be a douchebag right now...  i`m not in the mood to feel neglected,negative
3833," 'phlegmily green house...' That was clever, but ever sooooooo ...... eeeeewwwwww. [more slow clapping] Get well soon.",positive
24053, happy birthday justin! have a lof of fun!!! God bless,positive
10743," thanks clair, I haven`t watched it yet.",positive
3320,Watching Miley Cyrus on youtube!,neutral
14054," Thanks, Kelly! You are too sweet!",positive
10929,Nobody does it better than www.traveljunky.com Not even half as good   ? http://blip.fm/~5jv7j,negative
10457," have a great night, it was so nice meeting you last night! You are a sweetheart!  xoxoxo bye for now.",positive
11398,Photo: hannahisdead: omg i wanna read Pride and prejudice and zombies fuckyeah zombies  http://tumblr.com/xol1qyw8v,negative
25410,....yup stil at work,neutral
25704, lol well i learned somethin new  thx !,positive
6158,kicking back at home,neutral
5740,I hate watchn things that make me sad n wana cry,negative
19591, That is the best sticker EVER. Also. I dig your hair. It`s gotten long since I`ve seen you last.,positive
20313,"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow ****",neutral
6823,Can you believe it:Tomorrow Night will be Jay Leno`s last episode of the Tonight Show  I encourage everyone to watch it and welcome Conan.,positive
26840,". No sun  but I can see the ocean now..I almost ran over a squirrel driving home from the store, was so foggy! Where r you?",negative
4545," Shoot, Rob I missed it. Just got home.",negative
6948,": I`m sure lots of that studio equipment was collected analog stuff that can`t be bought anymore.    seriously, condolences.",negative
22793, is it in crowntown? i think i may just meet you there? let me get ready and ill let you know,neutral
21150,"there are many jobs I aspire to, supervisor is not one of them  talk about too much stress for too little pay",negative
8709, im sure she`ll love em  how was work? x,positive
20254, i know  i`m tweeting more now though don`t you worry!! haha i wish i could fly to ohio! i saw beyonce on monday uhmygawddd!,negative
16934, hello there  ?,neutral
24295, Grrr. We don`t finish until July 3rd.,negative
15482,Hi : Found you through . i am indeed a pigment of your imagination,neutral
20055, why you not go on the twitters no more?   oh bais!,neutral
22384,"alright, back from my twitter decompression  Happy monday folks, what`s the good word?",positive
22151," and : Aww, thank you!  I love you girls<333333",positive
756,Watching southpark for another 20 minutes,neutral
19782,"last day of volleyball miss everyone already. Oh well, banquet on 10th hopefully everyones gonna be there",neutral
7167,_Perez That`s great! I hope I`ll study with my bff too and we`ll live together. well..we will see,positive
25372, you`re not gonna paint me? oh well  ;),neutral
16329,I wanna go to DBSK oppa`s Mirotic Concert in Thailand!!! I REALLY WANNA GO SO MUCHHHHH...    *burst into tears*,neutral
25163,The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER`S DAY EVERYONE!,positive
806, why thank you. I might just take you up on your offer,neutral
15778, crossing my fingers for ya! & hey you`ll be on my side of town!  Welcome! LOL,positive
19278,    Now I feel left out...  All alone in AZ...lol,neutral
16742, I`ll give u an icecream ?,neutral
3822, sorryyy milerz that i can`t vote i would love to vote but it doesn`t works i`m sad  and very frustraded  :@ :@ --__--,negative
3986," Well there`s you, another Twiiter person...erm...difficult to say really...   Let`s just say that you could fit all into a minibus!",negative
27386,#vwll2009 Would one of the VWLLers want to add this event to our Ning?   http://bit.ly/BF5sh  Would much appreciate that,positive
12254, i help represent high profile actors for their tv/film/theatre careers so get free tix.. but not for Jersey Boys..,neutral
26811, 3000 then ya up with me my friend ... i type too much,neutral
16039,up late last night  .... Oracle from 8 to 4:30,neutral
5293,_skies miss you too :`( it is!i never want to come home.....seriously,negative
202, I`ve heard this fall. I`m waiting too!,neutral
22202,@ work.. This week some new instrumentals.. stay updated,neutral
5981,Some guy just said he wanted to spank me,negative
26652,waiting for JONAS to come on,neutral
3182, lol. your tweets are always fun to follow  Never a dull moment with the Kulps!,positive
16323,"back here, I was busy xD Wirting Stars Loves, almos 400 pages xD and listenint AFH and TV",neutral
16122,I`m excited for the things for Jay`s room to arrive,positive
17876, You`re such a sappy little fellow!  Thanks for all the well wishes. I`ll need them. After today I have one more exam.,positive
17771,i loudly said something & my coworker replied 'i dont know brian klemm! But even I love brian klemm!'  ( _0_Tronic ),neutral
21780, Yeah i like it,positive
26913, Nope. Just come back to CT,neutral
10518, Cool show last night had me in fits,positive
6022,enjoying my coffee with this super delicious cookie,negative
10970, they are having a closing down sale !    does not look good.,negative
4842,'your true theatre calling? - musical theatre actor'  i wish :`( ****,positive
8354,says I miss plurking.  http://plurk.com/p/wxion,negative
5157,i got a bruise on my foot out if nowhere!  it hurts!,negative
6193, Glad you got there safe & saw your daughter.  Enjoy your time there!,positive
14557, ... i hate it so much.,negative
1513, you and  are both baitersss  hope tonight is fun!,positive
12905,   why!!!! u have to bring it to you 24/7 like the _team,neutral
20268,"had an amazingly unproductive day, but i loved it  time to go catch up on sleep!",positive
25451, Yeaup. I was gonna tell ya that,neutral
25726,"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",neutral
12870,"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",negative
16447,Its payday! Yay! For all the good it does. Bills bills bills....I`m broke again already,neutral
15966,She is all I can ever think about.  http://twitpic.com/4wg12,neutral
3516,", I`d love it if you haven`t had any takers yet",neutral
22429, Wow - that`s one deep sleep!  Wish I could sleep like that -one little noise and I`m awake,positive
2552,  you have every right to feel like a crazy fanboy! jason mraz and james morrison? the jealousy is tangible,neutral
23537,"  I gave up cable in these tough economic times.  it was either cable or shoes, and you know what cable lost",positive
18497,"Just taking my dad in law for a Sunday stroll down Old Leigh  a beautiful morning, say Hi to Morris LOL  http://twitpic.com/4wt8k",positive
11949,"at home. didn`t see the Bloody movie, full booked  but Night at the museum was fun though.",neutral
1533, Never ever smoking around you again.,negative
26318, Pretty sure you are hero status... You rock my socks Ms McCain.,positive
21155,_Megan_**** Same! Like the kisses on nights when she wasnt up for eviction! They were very badly edited,negative
2110, **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,negative
7673,the week just wasnt the same without an adam lambert performance!!!,neutral
17035,Good Morning good old Germany - I wanna say hello to New York.  I`m not in love. . .not really.,neutral
4516,"Living down @ Alki without off-street parking BLOWS. 3:30p & there is no parking. Wkds are the worst, feel like a hostage.",negative
13679,chillaxing really  Yeah man hehe,positive
11173, You really think it was that awesome? We`ll have to discuss,neutral
6156,Is trying to buy a new bible...but they just aren`t the same...why did my dogs have to chew it up?,neutral
19051," hope it isnt too hot a summer then.hows little one today,being good i hope.lol",positive
12698,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,negative
14615,Sick kid trumps advance planning.  Bummer,negative
6943, I`M A CELEBRITY TOOOOO!,neutral
5165,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh,negative
10626,getting ready for summy yummy cocoa crispies,neutral
22403," Okay, no more driving.  I know... I know... you are correct to say that.",positive
23887, let me know how it goes I`m praying. Ummmph. I still can`t believe it.,positive
15371,Waking up at ungodly hours to go to work is starting to get old but at least the coffee is good,positive
22544," what`s up? Not much, just listening to music  I`m in TX",neutral
26181,Studying like crazy in hopes of acing all of my exams!!!!!,positive
9507, lmao I need a shopping partner today.,positive
17938, so I tried jumping without the trampoline and its like thud* thud*  shouldn`t have eaten that cookie.  http://myloc.me/1XIz,neutral
22988, thanks so much for that!  i will most definitely pass that along to my amazing mother...,positive
16928,"Thought i saw the a-trak van, turns out its the Alcohol- TEAM van.",neutral
5008,Taping at Cox then picking up starbucks for the office bc I am so nice,positive
11158,Why is no one online?,neutral
25702,_in_Forks ::static:: I know! I`ve barely seen anyone since I got into Paris yesterday.  I`ve just been walking around.  ::static::,neutral
536,@ Barbs trying to figure out y the dsl aint connecting. I need my google. Going home to my computer if it don`t start working soon. SMH,neutral
6776,"has tummy pains  n woke stu up for a drink in the middle of the night, I don`t remember it",negative
26753,is cursing AB`s wardrobe handles. One drew blood,negative
8817, isn`t that a local dish? borrow,neutral
3232,Haha how exciting  wat does it look like?!,positive
15994, yup it gets better again after S4,positive
7657," love you tooooo  Duuude,i need to make myself a shirt that says something cool! what should it say?",positive
10755, how about a new article on finding your YouTube channel stats in your Google Analytics account? Can`t find it,neutral
2179," lol thanx, me too!",positive
26940,I`m up way to early today!  Work later.,neutral
2297, awww! i didnt see this till now and edwin just left! i knew you wanted some! forsure tomorrow i`ll make u a new batch!,neutral
20835,all these follow fridays make me feel really unpopular,negative
17795,"Spyed Princess Anne today, and listented to all my friends cooking up the perfect evening, Working sucks for me and OB ?",negative
13613,Ugh... I definitely speak too soon...,neutral
12541,"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",negative
488,"Home until tomorrow. Did my running and spinning. Now time for chiropractor, laundry, shopping, and visiting family. Missing nathan",negative
11186,"right im off for a shower my little treasures, ill see you later on",positive
26683,happy mother`s day! I love you mama,positive
23717,Is Going To Buy A Wacom Today ... Goood Times,positive
25682,always makes bad decisions,negative
4803, Downside though is that you`re breaking the thread.,neutral
19416, I`m in traffic on the 405 and I still don`t see the sun,neutral
13757, goodnight lovely,positive
17178,"Awake, man, i need to go to sleep, i gots to wake up early for church tomorow.",neutral
26104," - oh, COOL!! D. I`m going to like a bunchh of JB shows this summer... I am so broke now though  haha",neutral
11185,"Headache is gone,thank god!Time for tea i think",positive
12914,  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,positive
8335,Eww its gross here & a lady keeps looking at me weird  ha ha but another smiled & asked me if i was in their company..me in the army? LOL,neutral
17207,On the computer alllllllllllllllll day,neutral
11640,Doctor then work. Hope you **** have fun at the conditions show without me,positive
22052,_RedBone stop that babe u makin me feel very bad now! :/,negative
23113,Dang baby i love you ma,positive
14574,Happy Birthday tooo meeee... Happy Birthday tooo meeee...,positive
3367," you`re fine - trying to kill off the bots and retweets in a bid to be the least popular person on Twitter. Btw, who are you ??",neutral
10341, Thanks for the morning laugh. You are just too funny,positive
9142, i promised myself i would spread the cards around India...and I only gave someone a deck & then never gave them out,positive
9997, Some days you must look hard for that good thing.,positive
23956,Goodmorning yall! I woke up to early,positive
10941, Yeah I guess he does sound a bit odd `cause he`s saying really quickly,neutral
21967,Happy Mother`s day; God bless you & all mother`s worldwide; mother nature...  technology emotion in motion...,positive
5288, i just had pasta  from pizzahut.,neutral
10524,missing  on his birthday,negative
12229, daaammmnnnnn I do wish I was there.,negative
1469, good morning misfit *passes you Tylenol*,positive
23865,on that note - i do not feel missed.,positive
14323,attempting to count the days till i return to canada...theres alot of them,neutral
18436, dude i tried!! it wouldn`t load!,negative
2745,either my inerne is **** or my mind is but i`m pretty sure that it`s the internet,negative
23627," congratulations, I hope you have an amazing day",positive
11286, thank you very much!!!,positive
521, you should say mlia instead of fml  i hope you find it soon,positive
18061, You be a good girl Whitney,positive
19162,"Also, why are paracetamol so hard to swallow? Even when the long ones are snapped in half. Ow.",negative
19144,"playing with Zeke, he`s leaving today",neutral
17619,I can`t sleep... And now????,neutral
15140," never tried to FTP to S3, but I use FireFTP (Firefox browser addin) ... no mention of S3 support on their site though.",neutral
3372, Nice! What r ur plans for 2day? Oh n Happy Mothers Day if u happen 2 b a mother,positive
27380,getting ready for my first day at my new job,neutral
322,"Before I get too distracted, I`d like to thank my new followers for taking the trouble to follow me! And to my others: feelin the love",positive
8834,straightening my hair,neutral
21918,I`ll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,neutral
3588, Wahey! Fancy meeting you here  Thanks for the tweet and great to be twittered together,positive
17770,  haha aww hun i bet you are more creative than me,positive
11080," it`s ok.  I`ll have reached 3,000 tweets and be in dreamland by then so have a good sleep!! talk later.",neutral
971,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",neutral
20760, Have you heard the song 'Purpose' from Avenue Q?  Your post reminds me of that.,neutral
25096,THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,negative
27120,"Wow, my phone was blowing up with tweets all day. Now that I`m home, it`s a ghost town! Guess I`ll do some chores in my apt. & go to bed.",neutral
7582, i have no phone  whatchu doing tonight sucka. no dane cook she sold the tickets. lamee.,negative
6784, Not yet... sorry,negative
886,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,neutral
6378,heyy  watching the simpson  with shezza and paula,neutral
14086,I`m very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted,negative
13927, hahaha i was like :O DOUGIE THATS HARSH!!! are you happy he replied?,neutral
2415,wants her boo  btw love fhnixon`s posts hilarious!!!!,positive
18637,Another Day gone by....  Have to wake up early again tomorrow,neutral
8264,what am i doing? what can i do?,neutral
11327,RAIN why must you come 'after' I flat iron my hair? I have been rockin my curls for 3 weeks and today you decide to come out. not nice!,neutral
22192,haha aww ok now back to bionomial expansion  ugh! joy,negative
13681, rest well!,positive
20526,"@_Toki_ the wee girl started crying and her mum came on, was such a shame",negative
20416,"It feels like it should be a Bank Holiday weekend!  I bet it is in France, they`re always on holiday...",neutral
26988, haha **** hell i know ay. **** son he`s just making trouble. we could take him.,negative
2090,painting my nails green in an attempt to look like an army person. annoyed that everyone seems to tan apart from me! freckles and sunburn,negative
15728,"http://twitpic.com/4jerc view of Atlas Mountains, Morocco across the Straits of Gibraltar, I took the other day from Europa Point, Gib",neutral
16295,I want to go to Universal too!,neutral
9844,"Down the beach again, sea is really flat",neutral
11222,"Crisis averted!  Phew! On a different note,  and ....you guys are making me so proud! tear!  wish i could have joined",positive
5062,"has applied for OSAP yet again- God, I`m gonna owe major $$$ by the end of my academic career, this just ain`t right!!",negative
16941, Or a wonderful talking alarm call from I-Phone or Bed side Alarm call! I can just imagine the wake up messages lol,neutral
17714, Haha I should. But I won`t. lol Then I might miss something.,positive
17503, will be following you tomorrow!!  sleep well,positive
1965,i absolutly love kill bill vol. 1!!! I think lucy liu is sooo gorgeous!!!!,positive
11201,Happy Mothers Day Everybody!!!!!!,positive
5333," Thanks, I`m glad you liked it. It`s a flower made of diamonds",positive
8484,35 hours in the sun=rash,negative
10406,"alright, so day was going well, but got home, and all my potato salad was gone",neutral
11970, I got you today,neutral
25868,"Wish I could attend E3 this year. But these small events like the NBA and Stanley Cup Finals keep getting in the way.   Work, work, work.",neutral
2462,Happy imma get to see some lovely ladies,positive
22960, So sorry I missed it!,negative
19073,bad day,negative
8463,boy don`t try to front i-i know just-just what you are-are-are,neutral
19257, I actually meant to type 'end of September' but I was in the middle of a conversation with someone and I cant multitask,neutral
15873, We`ve just 16Ã¯Â¿Â½C today&cold wind..  Want it 2b like 25Ã¯Â¿Â½ to 30Ã¯Â¿Â½! I love hot weather! But I reaped the 1st strawberry yday!,neutral
14919,"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",negative
2108,_Schulz lucky u;-) no park for me  maybe for a short period ... i really have some stuff to be done untill Wed ...,positive
8208,i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,negative
18936, the video on myspace is so funny...u run a lot hahaha i voted,positive
27261,:  I`ve been!,neutral
25714,Trying to figure out how this works  ... BOO,neutral
6895, - nice how the lifelock suit was brought by experian basically to reduce processing costs caused by ppl who don`t want id theft,positive
2007, That`s great news,positive
9520, DUDE WHAT? I WANNNNAAAA GOOOOOO,neutral
3448, agreed,neutral
8771, Well....not the Spurs!!!,neutral
1696, _face  and nana.wish i was there last night,positive
17044, wut u want a shot of ma?,neutral
24168, IÃ¯Â¿Â½m good! You coming on just as IÃ¯Â¿Â½m off to drive home...,neutral
22186, no labels?  Sorry I know I`m really needy.,negative
18008,Poltergeist! In my house,negative
25430,"#NHL Not a fan of either team, my head says Detroit, my feet say the Pens my heart doesn`t care   GO KINGS in 2009/2010",neutral
6793," Welcome, found her yesterday by accident.",neutral
6740,  He`s got adjusting his mate`s online shop... Zzzzzzzzzzzzzzz... Boring...,negative
11925, and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids,negative
18651,enjoying my Bank Holiday  Just had a meeting with the real estate agent who will offer our Amsterdam apartment for rent,positive
24772," that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",neutral
25370,chili cheese fries a bad idea for lunch..,negative
10467, ME! oh wait wrong state,negative
14755,An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,neutral
23785,Funtime was not a lot of fun!! But finally done with it,positive
6114,    from g`s to gents season 1,neutral
10761, Go log in to your myspace page.,neutral
5739,":o Wow only just found out new xbox is called xbox720 , how did i not no im a geek ...",neutral
18089," Yup, indeed, like train announcements: Shortly we will arrive in KÃ¯Â¿Â½lle",neutral
9865, i always have a good day! i make it good all the time but you make it better w/ ur morning greetings!! thank you!!,positive
15034,I keep on falling asleep when I`m suppose to be awake. I miss my babyy..,negative
11339, Morning babe!  I plan on overdoing it today! lol Hope you do rest & put your feet up! xxxx,positive
16348,should have started working on this lecture MUCH earlier  using tag clouds from google news to explain basics of content analysis...,neutral
20820, Yay to being smokefree! Well done.,positive
14533, MTV Movie Awards. Go vote! STAT,neutral
23090,"i`m so sad, because my beloved boy doesn`t online, i wait for him everyday..",negative
21033," helooo, how wos work pretty, hope it was alright and a certain individual didnt ruin it.",positive
12618, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,positive
15738, hey Chelsea!  Is Your Arm hurtig from the vaccines we had todayyy?  loveeya,neutral
11911, Thanks! and to you as well!,positive
21366,is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,neutral
5167,"Oh ffs :@ a don`t get paid till monday :@:@:@ :$. Sorry william, gonna have to wait till next weekend till I give you Ã¯Â¿Â½  :@",negative
16092," aaaau thanks gi  , I really really love u.Thanks for being a really great friend.And forgiveme if i leave you sometime, ?",positive
5639, oh how i wish there were chick a filas by me  i`m definently jealous.,negative
23123,Forgot my power cable at home today,neutral
20048,"Hummmmm..... ohh  i miss you so much!!! realy, but i hope you have a nice friends, like us :]",neutral
15320, they frown on us googling alcohol at work,negative
21837,Happy Mother`s day to all the mom`s out there in twitter-land!,positive
15429, can you send ringtones to iPhones?! Idk how to regular ringtones for it,neutral
4604,  I`d have read it but I`m not sure you would have wanted my opinion,neutral
9424,"It`s those little things you do, that make me love you.",positive
6912, Looks like they dialed it in a LOT...payed attention to all the small but important details in gameplay...still no blood tho,neutral
25913,http://twitpic.com/67x7n - MISS THEM ALREADY,negative
16085,home! i dont know what im doing tmrw besides the whole mommys day thing. but then what? feeling awesome  NIGHT YOU GUYS,positive
21439,Yep. That good feeling didn`t last.  back to sleeping for me.,positive
12310," Awww, that`s nice.  You both make a really beautiful couple, you balance each other.",positive
11075, was there yet another semi final tonight?,neutral
20759,@_AlexaJordan sigh. come to Sac please. it is the Miami of the central valley.,positive
13743,is feeling very happy despite the amount of work that i need to do today!!! Happy times,positive
19249,Why are CDs in HMV so overpriced? Ã¯Â¿Â½12.99 for ? I hate having no money,negative
8330,Friday night and still working...oh wait..it`s Saturday morning already,neutral
20453, lol! y does ur tweet sound like ur voice yelling at me  lol!,neutral
26306," I hope you had fun in Canada  don`t worry you`ll see then again this summer,",positive
15217,"  caww that sounds good, I hope you`re right",positive
3659, haha better drunken tweeting you mean?,positive
26211,oh men!!!!!!......I really can`t see my face........c`mon guys!!!,neutral
12348,"Glorious day in Glasgow for a change, and I`m working  Too much to do to even contemplate knocking off early...",neutral
6146,Is anyone else having problems following and unfollowing peeps? For me this has gone on for over a week!,negative
22919,Sad babies make for angsty writing,negative
10018,It is 00:03 I`m Wrecked  I`M Hungry & I have to get up early. Not the perfect Fri night LOL night,negative
25971, I know!! Yayy,neutral
5307,"Rope witdrawal in full effect, no one to tie, no teaching, no demos, no one to play with. But worst of all - No one to play with!",negative
14171,Yay! I finally made sales at the gallery; Really helps when the artists are there,positive
24503,happy mothers day..,positive
25261, Makes me wish I had dogs instead of cats!,negative
8687, hey there.  How are you. Pleasant surprise,positive
9267,I wish I could sleep forever,positive
13905,And now the crazy is all gone.,negative
19945, aww poor precious,negative
12956,waiting on the cue for kenny,neutral
7327,": I live in germany, it costs a lot too!  I wish you could follow me anyway..",neutral
24500, Sorry to hear about the laptop troubles. Hope you can get them fixed and the lappy back to norm.,neutral
4606,I`m so glad my concert is still a week away...I`m getting so sick and I need the time to recover!! My lungs hurt so bad right now,neutral
24607,"i really want to marry leighton meester. ****, can`t take my eyes of her.",negative
13901,"its from all that **** ****, i forgot the lube. ****  may need to go to the E.R.",neutral
7275,My chick wont shut up  Will only stop chirping if i sit with the bloody thing.,negative
5127, oops I meant 19th  snowdaysss..,negative
26178,is playing MYBRUTE!  follow me at: http://yhana09.mybrute.com,neutral
5047,4 hours of shopping over... good effort. Best part = chocolate shop.... YUJM!!!... yum even,positive
22984, discover a whole new beautiful you,positive
18462," Thanks for the headsup re: tour, just booked 4 tickets for the Palace on 20th June",positive
9629,Stubbed my little toe this morning on my file cabinet ... and it`s turning black,negative
18595, when u do get at me i will show u all the hotspots there is no where i dont kno when it comes to shoppin here lol,positive
10647,Can`t sleep and nothings on tv!!,negative
16436, sounds like my kinda day,positive
17444,  Ha!  I dunno about standing anything up.  Very very rough today.  It hurts to talk.,negative
13167,Darts and lunch at Horse Brass... but no beer for me  http://bmap.us/2134,neutral
22852,Great to be sunbathing in my garden.  And this afternoon I`ll be watching ADO to see if they can win this important match (on tv).,positive
11705,"AmmoxXx great day? Woman, did you NOTICE the smile that never disappeared off my face? Ha, Murray... All cos of you, I owe you",positive
9994, im 16 too,neutral
12056,"aww twiter i miss you.. today i`ll post a little more.. i mea, after the movie theater..ahah soo coold here",negative
17189,Wishing the rain would stay away for a while so that I can go to the pool,positive
3578,seen loads of new photos and stuff of new moon and cant wait  lol (L) Taylor lautner lol   takes his shirt off 3 times yum =]... lol,positive
7431, that is so sad. wish I can do something big for the kids. may God Bless the kids always.,neutral
6165, i love you but i can`t call you cause i live in argentina  really really love you mitchel!,positive
12049,"following people around, though there are so many.. where are the webdesign twitters!",neutral
17576,How I wish I wish I did not eat that....burger.,negative
12378," I don;t know how they interact. I`m getting better with the pain, though. I want to give my poor liver a break.",neutral
19054," I know sleep is so over rated! who needs it, right!",negative
14756," so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",negative
18140,  tis a sad day,negative
15228," No, a-ha is unfortunatelly from Norway. We have a big family happening and therefore we need some old hits",negative
1804,my momma is comin 2night !  2morrow tennis day with p?nar yuppie !,positive
23017,going to the beach today,neutral
1641,I think I may have ruined a friendship this week by getting carried away,negative
16008, Thanks.,positive
23400,Just spent the evening at a gala for her high school drama company`s 20th anniversary. Lots of memories,positive
5938,"_pina_14  Not good!!He wouldnt like his girl flirting with his colleagues,would he?",negative
26263,My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only  .. http://twitpic.com/67hac,neutral
18685,where is everyoneeeeeeeeee ?,neutral
579," I bet its cool down in SR, huh? It`s not here. I haven`t stopped sweating since noon when dad and I were packing",negative
1317,just got outta work.  ....... Frankie`s house.,neutral
14524,only an hour left with my iPod touch,neutral
14385,Just ordered henna! I`ll be a redhead again in a few weeks.,neutral
4890, where are ya headin to for your family vaca? i hope the paparazzi leave you alone,neutral
8770,  Sorry to hear that.,negative
25688,Tummy bugs are lame! Got about an hours sleep if that.,negative
24383, I like all the songs  I can`t say just one guys! love ya,positive
25342,madd bored,negative
